ID,Title,Description,URL,Format,Tags,Tone,Audience,Source,Language,combined,clean
1,How to Manage Fear and Anxiety,Comprehensive guide explaining the origins of fear and anxiety with practical coping strategies for daily life.,https://www.mentalhealth.org.uk/explore-mental-health/publications/how-overcome-anxiety-and-fear,Guide,anxiety|coping|fear|mental-health,supportive,all,Mental Health Foundation,English,How to Manage Fear and Anxiety Comprehensive guide explaining the origins of fear and anxiety with practical coping strategies for daily life. anxiety|coping|fear|mental-health Guide supportive all English,manag fear anxieti comprehens guid explain origin fear anxieti practic cope strategi daili life anxieti cope fear mental health guid support english
371,Peninsula College Counselling MY,Peninsula College Georgetown counselling services for student mental health support.,https://www.pce.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Peninsula College,English,Peninsula College Counselling MY Peninsula College Georgetown counselling services for student mental health support. students|counseling|malaysia|university Helpline supportive students English,peninsula colleg counsel peninsula colleg georgetown counsel servic student mental health support student counsel malaysia univers helplin support student english
371,Peninsula College Counselling MY,Peninsula College Georgetown counselling services for student mental health support.,https://www.pce.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Peninsula College,English,Peninsula College Counselling MY Peninsula College Georgetown counselling services for student mental health support. students|counseling|malaysia|university Helpline supportive students English,peninsula colleg counsel peninsula colleg georgetown counsel servic student mental health support student counsel malaysia univers helplin support student english
372,Self-Soothing Techniques,DBT self-soothing skills using five senses to manage distress and reduce emotional pain.,https://www.therapistaid.com/therapy-worksheet/dbt-self-soothe,Guide,dbt|self-soothe|senses|distress,supportive,all,Therapist Aid,English,Self-Soothing Techniques DBT self-soothing skills using five senses to manage distress and reduce emotional pain. dbt|self-soothe|senses|distress Guide supportive all English,self sooth techniqu dbt self sooth skill use five sens manag distress reduc emot pain dbt self sooth sens distress guid support english
372,Self-Soothing Techniques,DBT self-soothing skills using five senses to manage distress and reduce emotional pain.,https://www.therapistaid.com/therapy-worksheet/dbt-self-soothe,Guide,dbt|self-soothe|senses|distress,supportive,all,Therapist Aid,English,Self-Soothing Techniques DBT self-soothing skills using five senses to manage distress and reduce emotional pain. dbt|self-soothe|senses|distress Guide supportive all English,self sooth techniqu dbt self sooth skill use five sens manag distress reduc emot pain dbt self sooth sens distress guid support english
373,Evening Meditation Wind Down,20-minute evening meditation to release day's stress and prepare for sleep.,https://www.youtube.com/watch?v=z6X5oEIg6Ak,Video,meditation|evening|wind-down|sleep-prep,calm,all,The Mindful Movement,English,Evening Meditation Wind Down 20-minute evening meditation to release day's stress and prepare for sleep. meditation|evening|wind-down|sleep-prep Video calm all English,even medit wind 20 minut even medit releas day stress prepar sleep medit even wind sleep prep video calm english
373,Evening Meditation Wind Down,20-minute evening meditation to release day's stress and prepare for sleep.,https://www.youtube.com/watch?v=z6X5oEIg6Ak,Video,meditation|evening|wind-down|sleep-prep,calm,all,The Mindful Movement,English,Evening Meditation Wind Down 20-minute evening meditation to release day's stress and prepare for sleep. meditation|evening|wind-down|sleep-prep Video calm all English,even medit wind 20 minut even medit releas day stress prepar sleep medit even wind sleep prep video calm english
374,International College of Music Counselling,International College of Music counselling services for music students mental health.,https://www.icom.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,ICOM,English,International College of Music Counselling International College of Music counselling services for music students mental health. students|counseling|malaysia|university Helpline supportive students English,intern colleg music counsel intern colleg music counsel servic music student mental health student counsel malaysia univers helplin support student english
374,International College of Music Counselling,International College of Music counselling services for music students mental health.,https://www.icom.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,ICOM,English,International College of Music Counselling International College of Music counselling services for music students mental health. students|counseling|malaysia|university Helpline supportive students English,intern colleg music counsel intern colleg music counsel servic music student mental health student counsel malaysia univers helplin support student english
375,Attachment Trauma and Healing,Understanding attachment trauma its effects and paths to healing through therapy.,https://www.psychologytoday.com/us/blog/the-freedom-change/201802/understanding-attachment-trauma,Article,attachment|trauma|healing|therapy,informative,all,Psychology Today,English,Attachment Trauma and Healing Understanding attachment trauma its effects and paths to healing through therapy. attachment|trauma|healing|therapy Article informative all English,attach trauma heal understand attach trauma effect path heal therapi attach trauma heal therapi articl inform english
375,Attachment Trauma and Healing,Understanding attachment trauma its effects and paths to healing through therapy.,https://www.psychologytoday.com/us/blog/the-freedom-change/201802/understanding-attachment-trauma,Article,attachment|trauma|healing|therapy,informative,all,Psychology Today,English,Attachment Trauma and Healing Understanding attachment trauma its effects and paths to healing through therapy. attachment|trauma|healing|therapy Article informative all English,attach trauma heal understand attach trauma effect path heal therapi attach trauma heal therapi articl inform english
376,Pink Noise Sleep Optimization,Ten-hour pink noise scientifically optimized for deep sleep and memory consolidation.,https://www.youtube.com/watch?v=ZXtimhT-ff4,Audio,sleep|pink-noise|deep-sleep|optimization,calm,all,Relaxing White Noise,English,Pink Noise Sleep Optimization Ten-hour pink noise scientifically optimized for deep sleep and memory consolidation. sleep|pink-noise|deep-sleep|optimization Audio calm all English,pink nois sleep optim ten hour pink nois scientif optim deep sleep memori consolid sleep pink nois deep sleep optim audio calm english
376,Pink Noise Sleep Optimization,Ten-hour pink noise scientifically optimized for deep sleep and memory consolidation.,https://www.youtube.com/watch?v=ZXtimhT-ff4,Audio,sleep|pink-noise|deep-sleep|optimization,calm,all,Relaxing White Noise,English,Pink Noise Sleep Optimization Ten-hour pink noise scientifically optimized for deep sleep and memory consolidation. sleep|pink-noise|deep-sleep|optimization Audio calm all English,pink nois sleep optim ten hour pink nois scientif optim deep sleep memori consolid sleep pink nois deep sleep optim audio calm english
377,Manipal International University Counselling,Manipal International University counselling unit for student mental health services.,https://www.miuc.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,MIU,English,Manipal International University Counselling Manipal International University counselling unit for student mental health services. students|counseling|malaysia|university Helpline supportive students English,manip intern univers counsel manip intern univers counsel unit student mental health servic student counsel malaysia univers helplin support student english
377,Manipal International University Counselling,Manipal International University counselling unit for student mental health services.,https://www.miuc.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,MIU,English,Manipal International University Counselling Manipal International University counselling unit for student mental health services. students|counseling|malaysia|university Helpline supportive students English,manip intern univers counsel manip intern univers counsel unit student mental health servic student counsel malaysia univers helplin support student english
